summonerId,highestAchievedSeasonTier,avg kills,avg deaths,avg assists,avg performance
53481655,BRONZE,7.0,6.0,3.0,0.25
47842307,BRONZE,7.0,3.0,6.0,0.625
19439709,BRONZE,1.0,6.0,4.0,-0.09090909090909091
51728787,SILVER,3.0,8.0,2.0,-0.23076923076923078
38622796,SILVER,1.0,1.0,4.0,0.6666666666666666
45179472,PLATINUM,5.0,1.0,7.0,0.8461538461538461
34983719,PLATINUM,13.0,9.0,1.0,0.21739130434782608
65919257,SILVER,7.0,0.0,2.0,1.0
50946125,SILVER,0.0,2.0,6.0,0.5
19100911,GOLD,2.0,6.0,7.0,0.2
31727844,SILVER,1.0,8.0,0.0,-0.7777777777777778
57296537,SILVER,4.0,7.0,6.0,0.17647058823529413
21321682,UNRANKED,4.0,11.0,4.0,-0.15789473684210525
46183554,SILVER,8.0,4.0,15.0,0.7037037037037037
47572627,SILVER,4.0,2.0,6.0,0.6666666666666666
66613608,GOLD,7.0,3.0,12.0,0.7272727272727273
26473965,SILVER,1.0,5.0,8.0,0.2857142857142857
39485293,GOLD,11.0,5.0,5.0,0.5238095238095238
44943256,GOLD,1.0,6.0,8.0,0.2
45412872,UNRANKED,7.0,9.0,7.0,0.21739130434782608
45539728,SILVER,5.0,6.0,6.0,0.29411764705882354
40855525,GOLD,8.0,4.0,2.0,0.42857142857142855
20524278,SILVER,9.0,2.0,8.0,0.7894736842105263
31449868,GOLD,6.0,6.0,5.0,0.29411764705882354
25258613,GOLD,4.0,2.0,11.0,0.7647058823529411
47785713,PLATINUM,13.0,3.0,1.0,0.6470588235294118
31622018,GOLD,8.0,5.0,5.0,0.4444444444444444
47501036,SILVER,0.0,7.0,3.0,-0.4
53837694,SILVER,10.0,1.0,15.0,0.9230769230769231
36644895,GOLD,1.0,7.0,2.0,-0.4
51064492,SILVER,0.0,4.0,4.0,0.0
534131,GOLD,1.0,5.0,1.0,-0.42857142857142855
40999499,GOLD,5.0,1.0,10.0,0.875
37754178,SILVER,1.0,6.0,5.0,0.0
71430310,UNRANKED,8.0,1.0,5.0,0.8571428571428571
22525117,GOLD,4.0,3.0,5.0,0.5
47014999,GOLD,1.0,8.0,2.0,-0.45454545454545453
53042001,UNRANKED,5.0,5.0,3.0,0.23076923076923078
22288963,PLATINUM,4.0,5.0,4.0,0.23076923076923078
58659674,GOLD,7.0,3.0,10.0,0.7
65069646,SILVER,3.0,1.0,18.0,0.9090909090909091
28940040,PLATINUM,8.0,5.0,9.0,0.5454545454545454
46032159,GOLD,2.0,2.0,0.0,0.0
46622142,DIAMOND,0.0,2.0,0.0,-1.0
20303933,PLATINUM,3.0,2.0,20.0,0.84
67931534,SILVER,5.0,3.0,6.0,0.5714285714285714
34860199,DIAMOND,7.0,9.0,14.0,0.4
19659410,DIAMOND,10.0,9.0,6.0,0.28
40564682,PLATINUM,4.0,6.0,5.0,0.2
19973135,UNRANKED,4.0,4.0,18.0,0.6923076923076923
60658841,GOLD,2.0,0.0,3.0,1.0
50359824,SILVER,13.0,1.0,2.0,0.875
44262182,SILVER,0.0,5.0,2.0,-0.42857142857142855
50733648,SILVER,14.0,8.0,5.0,0.4074074074074074
49249718,GOLD,0.0,6.0,26.0,0.625
40511657,SILVER,1.0,3.0,1.0,-0.2
67501431,SILVER,12.0,6.0,10.0,0.5714285714285714
61976459,UNRANKED,7.0,3.0,7.0,0.6470588235294118
36131391,SILVER,3.0,0.0,3.0,1.0
42879685,SILVER,4.0,5.0,8.0,0.4117647058823529
39701886,UNRANKED,4.0,2.0,3.0,0.5555555555555556
52307400,BRONZE,4.0,3.0,2.0,0.3333333333333333
44572177,SILVER,6.0,2.0,12.0,0.8
56991940,GOLD,5.0,9.0,8.0,0.18181818181818182
22457193,GOLD,6.0,9.0,7.0,0.18181818181818182
54921766,SILVER,5.0,6.0,6.0,0.29411764705882354
48336665,GOLD,6.0,7.0,3.0,0.125
24096650,GOLD,5.0,2.0,0.0,0.42857142857142855
54820462,PLATINUM,3.0,3.0,10.0,0.625
23018289,UNRANKED,3.0,3.0,0.0,0.0
225594,PLATINUM,3.0,5.0,6.0,0.2857142857142857
67236104,SILVER,17.0,9.0,8.0,0.47058823529411764
42791058,BRONZE,1.0,8.0,2.0,-0.45454545454545453
36737785,BRONZE,5.0,8.0,2.0,-0.06666666666666667
40272282,DIAMOND,7.0,2.0,6.0,0.7333333333333333
47537898,SILVER,3.0,2.0,17.0,0.8181818181818182
24668398,BRONZE,5.0,4.0,3.0,0.3333333333333333
38323561,UNRANKED,7.0,10.0,9.0,0.23076923076923078
66479268,SILVER,1.0,5.0,7.0,0.23076923076923078
20204578,SILVER,5.0,11.0,2.0,-0.2222222222222222
30912073,GOLD,3.0,3.0,13.0,0.6842105263157895
61960342,SILVER,1.0,5.0,8.0,0.2857142857142857
31303463,GOLD,1.0,3.0,2.0,0.0
36070180,GOLD,4.0,1.0,4.0,0.7777777777777778
20479138,SILVER,0.0,7.0,14.0,0.3333333333333333
20687518,PLATINUM,6.0,10.0,8.0,0.16666666666666666
458576,PLATINUM,3.0,5.0,10.0,0.4444444444444444
50469276,SILVER,4.0,15.0,12.0,0.03225806451612903
22362836,GOLD,7.0,10.0,3.0,0.0
38975662,SILVER,12.0,6.0,10.0,0.5714285714285714
71160970,SILVER,10.0,6.0,13.0,0.5862068965517241
36632281,GOLD,2.0,7.0,19.0,0.5
70459823,UNRANKED,10.0,6.0,11.0,0.5555555555555556
296678,MASTER,7.0,4.0,15.0,0.6923076923076923
63547475,GOLD,2.0,3.0,3.0,0.25
49337943,UNRANKED,11.0,5.0,4.0,0.5
39051217,UNRANKED,6.0,0.0,3.0,1.0
34048174,SILVER,3.0,3.0,0.0,0.0
24214897,SILVER,0.0,3.0,1.0,-0.5
43618364,BRONZE,1.0,7.0,2.0,-0.4
24655336,PLATINUM,6.0,9.0,17.0,0.4375
52387535,UNRANKED,12.0,13.0,9.0,0.23529411764705882
44580893,BRONZE,4.0,3.0,8.0,0.6
26696070,UNRANKED,4.0,4.0,14.0,0.6363636363636364
48675389,SILVER,16.0,2.0,6.0,0.8333333333333334
22340055,BRONZE,1.0,8.0,2.0,-0.45454545454545453
69012752,UNRANKED,0.0,7.0,1.0,-0.75
40791265,BRONZE,6.0,3.0,8.0,0.6470588235294118
61890658,BRONZE,2.0,3.0,1.0,0.0
29228017,DIAMOND,9.0,6.0,5.0,0.4
68912126,UNRANKED,0.0,5.0,1.0,-0.6666666666666666
72839208,SILVER,5.0,4.0,5.0,0.42857142857142855
53497170,BRONZE,0.0,1.0,4.0,0.6
67034358,UNRANKED,3.0,4.0,1.0,0.0
20520943,BRONZE,4.0,1.0,2.0,0.7142857142857143
32897892,BRONZE,6.0,2.0,3.0,0.6363636363636364
45099230,SILVER,3.0,5.0,3.0,0.09090909090909091
64620226,UNRANKED,3.0,3.0,5.0,0.45454545454545453
42811403,GOLD,1.0,7.0,2.0,-0.4
51570952,GOLD,10.0,0.0,5.0,1.0
46153365,GOLD,3.0,2.0,6.0,0.6363636363636364
92938,SILVER,1.0,6.0,5.0,0.0
30376242,SILVER,9.0,10.0,26.0,0.5555555555555556
38292477,SILVER,0.0,7.0,0.0,-1.0
50404262,SILVER,6.0,0.0,1.0,1.0
40769350,SILVER,16.0,4.0,1.0,0.6190476190476191
48358041,PLATINUM,2.0,2.0,10.0,0.7142857142857143
24539638,SILVER,11.0,8.0,11.0,0.4666666666666667
66083695,BRONZE,4.0,3.0,18.0,0.76
43547080,GOLD,6.0,4.0,4.0,0.42857142857142855
50212387,GOLD,0.0,5.0,5.0,0.0
26806116,SILVER,3.0,4.0,1.0,0.0
25462364,SILVER,3.0,4.0,6.0,0.38461538461538464
57449631,BRONZE,9.0,6.0,6.0,0.42857142857142855
50489184,SILVER,3.0,2.0,1.0,0.3333333333333333
35317451,PLATINUM,0.0,3.0,16.0,0.6842105263157895
26045915,GOLD,12.0,4.0,4.0,0.6
32451625,PLATINUM,2.0,7.0,5.0,0.0
29517573,PLATINUM,3.0,2.0,3.0,0.5
50557309,GOLD,0.0,2.0,1.0,-0.3333333333333333
70430613,UNRANKED,2.0,2.0,8.0,0.6666666666666666
36733090,BRONZE,1.0,1.0,9.0,0.8181818181818182
31246420,SILVER,7.0,1.0,3.0,0.8181818181818182
61550618,BRONZE,6.0,8.0,2.0,0.0
28410078,GOLD,8.0,3.0,9.0,0.7
68750477,SILVER,3.0,6.0,3.0,0.0
42080686,GOLD,0.0,9.0,0.0,-1.0
52413419,SILVER,10.0,5.0,8.0,0.5652173913043478
32619722,PLATINUM,2.0,9.0,2.0,-0.38461538461538464
68902934,SILVER,0.0,2.0,0.0,-1.0
27330918,PLATINUM,1.0,10.0,4.0,-0.3333333333333333
38860516,SILVER,12.0,1.0,11.0,0.9166666666666666
42252783,GOLD,5.0,3.0,1.0,0.3333333333333333
29174220,PLATINUM,8.0,6.0,10.0,0.5
37488185,SILVER,1.0,1.0,17.0,0.8947368421052632
45769720,UNRANKED,2.0,15.0,4.0,-0.42857142857142855
20122299,SILVER,1.0,5.0,6.0,0.16666666666666666
25148628,UNRANKED,0.0,4.0,5.0,0.1111111111111111
33040458,PLATINUM,4.0,7.0,8.0,0.2631578947368421
70501046,SILVER,4.0,5.0,1.0,0.0
19664777,GOLD,3.0,7.0,3.0,-0.07692307692307693
38999293,PLATINUM,4.0,3.0,2.0,0.3333333333333333
71149602,UNRANKED,1.0,4.0,4.0,0.1111111111111111
24750020,BRONZE,9.0,4.0,2.0,0.4666666666666667
23277055,SILVER,13.0,4.0,3.0,0.6
34216152,UNRANKED,4.0,9.0,24.0,0.5135135135135135
20658618,SILVER,3.0,6.0,11.0,0.4
41763765,BRONZE,13.0,1.0,2.0,0.875
49789490,SILVER,6.0,4.0,2.0,0.3333333333333333
55679270,SILVER,4.0,6.0,8.0,0.3333333333333333
19326763,DIAMOND,1.0,4.0,19.0,0.6666666666666666
50023002,BRONZE,2.0,4.0,7.0,0.38461538461538464
71370687,UNRANKED,5.0,7.0,3.0,0.06666666666666667
32363926,BRONZE,12.0,5.0,9.0,0.6153846153846154
61575687,PLATINUM,8.0,2.0,4.0,0.7142857142857143
48372844,BRONZE,3.0,8.0,3.0,-0.14285714285714285
36482583,SILVER,1.0,3.0,4.0,0.25
69129639,GOLD,14.0,8.0,6.0,0.42857142857142855
55404893,SILVER,7.0,0.0,8.0,1.0
25957275,SILVER,6.0,5.0,5.0,0.375
70199742,PLATINUM,10.0,5.0,20.0,0.7142857142857143
60278899,BRONZE,10.0,1.0,9.0,0.9
47763988,BRONZE,2.0,5.0,1.0,-0.25
49042404,BRONZE,0.0,5.0,5.0,0.0
43664583,UNRANKED,5.0,1.0,6.0,0.8333333333333334
58320114,SILVER,8.0,1.0,7.0,0.875
62099172,UNRANKED,8.0,4.0,3.0,0.4666666666666667
39703531,SILVER,10.0,6.0,3.0,0.3684210526315789
40092500,SILVER,8.0,5.0,4.0,0.4117647058823529
25082205,GOLD,4.0,12.0,5.0,-0.14285714285714285
38777651,SILVER,3.0,12.0,7.0,-0.09090909090909091
53962891,SILVER,9.0,10.0,7.0,0.23076923076923078
59858912,BRONZE,4.0,11.0,7.0,0.0
54362715,UNRANKED,9.0,4.0,9.0,0.6363636363636364
29595441,SILVER,10.0,3.0,4.0,0.6470588235294118
19312758,SILVER,6.0,5.0,14.0,0.6
25342545,GOLD,2.0,4.0,8.0,0.42857142857142855
29565226,BRONZE,19.0,11.0,10.0,0.45
30204838,SILVER,3.0,3.0,8.0,0.5714285714285714
48343724,SILVER,2.0,1.0,17.0,0.9
39209447,SILVER,6.0,5.0,1.0,0.16666666666666666
43160677,SILVER,6.0,8.0,5.0,0.15789473684210525
50901223,SILVER,22.0,3.0,4.0,0.7931034482758621
35017954,GOLD,9.0,8.0,2.0,0.15789473684210525
32248534,GOLD,3.0,3.0,5.0,0.45454545454545453
66640371,SILVER,0.0,6.0,3.0,-0.3333333333333333
59020471,GOLD,2.0,7.0,2.0,-0.2727272727272727
64875957,SILVER,4.0,2.0,2.0,0.5
47617463,SILVER,2.0,4.0,1.0,-0.14285714285714285
47165178,SILVER,1.0,3.0,2.0,0.0
30125892,MASTER,6.0,5.0,15.0,0.6153846153846154
20964624,DIAMOND,7.0,10.0,8.0,0.2
28725693,MASTER,6.0,9.0,11.0,0.3076923076923077
10077,MASTER,5.0,7.0,8.0,0.3
568629,MASTER,3.0,4.0,11.0,0.5555555555555556
38690189,SILVER,2.0,9.0,20.0,0.41935483870967744
44482451,UNRANKED,3.0,8.0,7.0,0.1111111111111111
35193912,PLATINUM,3.0,7.0,4.0,0.0
24054778,PLATINUM,5.0,5.0,8.0,0.4444444444444444
31497019,BRONZE,6.0,6.0,12.0,0.5
44664050,PLATINUM,9.0,3.0,2.0,0.5714285714285714
50803322,GOLD,8.0,10.0,3.0,0.047619047619047616
50780506,GOLD,3.0,7.0,10.0,0.3
22884280,SILVER,4.0,3.0,18.0,0.76
44774084,UNRANKED,7.0,1.0,13.0,0.9047619047619048
24313758,GOLD,4.0,4.0,14.0,0.6363636363636364
59637260,SILVER,3.0,5.0,4.0,0.16666666666666666
44373854,SILVER,15.0,1.0,4.0,0.9
38237282,SILVER,4.0,10.0,3.0,-0.17647058823529413
48663884,PLATINUM,10.0,8.0,5.0,0.30434782608695654
47302369,UNRANKED,4.0,9.0,7.0,0.1
60254696,GOLD,10.0,7.0,8.0,0.44
69894376,GOLD,10.0,6.0,5.0,0.42857142857142855
24484612,PLATINUM,4.0,6.0,6.0,0.25
53165854,UNRANKED,6.0,5.0,11.0,0.5454545454545454
45752522,SILVER,11.0,3.0,7.0,0.7142857142857143
36889432,GOLD,8.0,10.0,2.0,0.0
30234782,GOLD,3.0,2.0,6.0,0.6363636363636364
56563312,PLATINUM,10.0,4.0,10.0,0.6666666666666666
45414172,GOLD,3.0,5.0,2.0,0.0
39013902,SILVER,3.0,7.0,6.0,0.125
30357488,PLATINUM,6.0,4.0,2.0,0.3333333333333333
47821597,PLATINUM,6.0,4.0,6.0,0.5
59131719,PLATINUM,7.0,2.0,3.0,0.6666666666666666
56003058,SILVER,1.0,7.0,4.0,-0.16666666666666666
31107420,SILVER,15.0,10.0,13.0,0.47368421052631576
22488754,GOLD,2.0,4.0,4.0,0.2
68249082,SILVER,7.0,4.0,5.0,0.5
39509643,SILVER,11.0,8.0,9.0,0.42857142857142855
20301234,SILVER,7.0,4.0,10.0,0.6190476190476191
19912530,SILVER,11.0,0.0,2.0,1.0
58750297,SILVER,6.0,6.0,3.0,0.2
52731778,BRONZE,9.0,6.0,17.0,0.625
19202117,UNRANKED,4.0,8.0,6.0,0.1111111111111111
54875687,GOLD,3.0,7.0,18.0,0.5
31276541,GOLD,11.0,7.0,9.0,0.48148148148148145
29241824,SILVER,10.0,1.0,9.0,0.9
52299224,SILVER,5.0,2.0,4.0,0.6363636363636364
59984401,GOLD,10.0,5.0,7.0,0.5454545454545454
42040689,GOLD,8.0,5.0,7.0,0.5
41797212,SILVER,11.0,5.0,7.0,0.5652173913043478
38297884,GOLD,10.0,4.0,11.0,0.68
38331648,SILVER,3.0,8.0,9.0,0.2
40695140,SILVER,1.0,8.0,10.0,0.15789473684210525
28601010,SILVER,3.0,8.0,6.0,0.058823529411764705
40851105,SILVER,6.0,6.0,7.0,0.3684210526315789
63665973,SILVER,1.0,13.0,10.0,-0.08333333333333333
45110637,GOLD,4.0,1.0,7.0,0.8333333333333334
49979812,SILVER,0.0,4.0,7.0,0.2727272727272727
30280528,PLATINUM,3.0,7.0,6.0,0.125
23630654,PLATINUM,6.0,8.0,4.0,0.1111111111111111
63909188,GOLD,1.0,3.0,2.0,0.0
42743472,PLATINUM,3.0,8.0,7.0,0.1111111111111111
32352076,PLATINUM,8.0,9.0,5.0,0.18181818181818182
24650028,GOLD,1.0,5.0,6.0,0.16666666666666666
20388412,BRONZE,3.0,12.0,7.0,-0.09090909090909091
30661767,PLATINUM,3.0,10.0,3.0,-0.25
32641423,SILVER,9.0,6.0,7.0,0.45454545454545453
43320440,PLATINUM,6.0,4.0,18.0,0.7142857142857143
21283199,DIAMOND,8.0,3.0,14.0,0.76
28847587,GOLD,2.0,6.0,5.0,0.07692307692307693
32663926,UNRANKED,9.0,8.0,1.0,0.1111111111111111
35092878,PLATINUM,5.0,7.0,5.0,0.17647058823529413
20129178,GOLD,9.0,7.0,1.0,0.17647058823529413
32013450,SILVER,8.0,4.0,10.0,0.6363636363636364
40749909,SILVER,7.0,2.0,9.0,0.7777777777777778
60632186,SILVER,3.0,4.0,11.0,0.5555555555555556
58454736,SILVER,8.0,2.0,8.0,0.7777777777777778
68132248,UNRANKED,10.0,5.0,9.0,0.5833333333333334
37136411,DIAMOND,4.0,16.0,9.0,-0.10344827586206896
65809749,BRONZE,2.0,7.0,7.0,0.125
65003312,SILVER,5.0,4.0,3.0,0.3333333333333333
36449671,PLATINUM,9.0,10.0,11.0,0.3333333333333333
34352323,SILVER,7.0,2.0,10.0,0.7894736842105263
64872683,BRONZE,4.0,7.0,7.0,0.2222222222222222
23782732,SILVER,3.0,8.0,9.0,0.2
22180469,GOLD,5.0,3.0,2.0,0.4
43191477,SILVER,4.0,9.0,5.0,0.0
26697332,GOLD,2.0,1.0,7.0,0.8
31450154,GOLD,3.0,4.0,11.0,0.5555555555555556
67549124,SILVER,3.0,6.0,8.0,0.29411764705882354
24718151,GOLD,12.0,3.0,4.0,0.6842105263157895
32389303,PLATINUM,8.0,5.0,10.0,0.5652173913043478
41947373,GOLD,1.0,4.0,7.0,0.3333333333333333
49092977,GOLD,6.0,8.0,9.0,0.30434782608695654
19937992,GOLD,4.0,9.0,19.0,0.4375
67950388,GOLD,5.0,4.0,12.0,0.6190476190476191
27761104,GOLD,2.0,8.0,15.0,0.36
36372930,SILVER,4.0,10.0,9.0,0.13043478260869565
71813073,UNRANKED,5.0,5.0,8.0,0.4444444444444444
48024422,PLATINUM,4.0,3.0,3.0,0.4
39154685,GOLD,1.0,9.0,7.0,-0.058823529411764705
38014173,GOLD,5.0,11.0,3.0,-0.15789473684210525
21248646,DIAMOND,8.0,4.0,7.0,0.5789473684210527
26711843,UNRANKED,9.0,4.0,11.0,0.6666666666666666
51615553,GOLD,1.0,1.0,1.0,0.3333333333333333
19926198,GOLD,3.0,9.0,8.0,0.1
30893810,GOLD,4.0,5.0,5.0,0.2857142857142857
21276482,GOLD,3.0,5.0,7.0,0.3333333333333333
68501914,SILVER,3.0,5.0,15.0,0.5652173913043478
73099698,GOLD,5.0,1.0,11.0,0.8823529411764706
40069795,UNRANKED,15.0,7.0,3.0,0.44
70479898,UNRANKED,1.0,6.0,8.0,0.2
45490483,SILVER,0.0,6.0,4.0,-0.2
66103685,SILVER,5.0,7.0,3.0,0.06666666666666667
21742965,SILVER,10.0,3.0,5.0,0.6666666666666666
20392507,BRONZE,11.0,1.0,6.0,0.8888888888888888
36599411,DIAMOND,0.0,7.0,5.0,-0.16666666666666666
34433038,SILVER,3.0,3.0,16.0,0.7272727272727273
35120846,GOLD,9.0,7.0,9.0,0.44
34121453,SILVER,5.0,3.0,15.0,0.7391304347826086
50482938,SILVER,14.0,5.0,3.0,0.5454545454545454
30532091,SILVER,10.0,5.0,6.0,0.5238095238095238
23246043,SILVER,12.0,7.0,6.0,0.44
35074270,PLATINUM,13.0,2.0,12.0,0.8518518518518519
21392212,SILVER,2.0,11.0,5.0,-0.2222222222222222
35492858,BRONZE,12.0,5.0,16.0,0.696969696969697
50791475,GOLD,4.0,10.0,6.0,0.0
46929197,BRONZE,1.0,3.0,7.0,0.45454545454545453
71909240,SILVER,21.0,5.0,6.0,0.6875
47443247,BRONZE,3.0,6.0,20.0,0.5862068965517241
53267195,SILVER,7.0,7.0,10.0,0.4166666666666667
55827514,UNRANKED,2.0,6.0,11.0,0.3684210526315789
69699141,SILVER,6.0,3.0,25.0,0.8235294117647058
40089369,BRONZE,9.0,9.0,7.0,0.28
51796687,SILVER,3.0,6.0,4.0,0.07692307692307693
20759436,MASTER,4.0,8.0,13.0,0.36
19451735,MASTER,1.0,5.0,24.0,0.6666666666666666
38809624,MASTER,8.0,5.0,15.0,0.6428571428571429
54834646,SILVER,9.0,5.0,1.0,0.3333333333333333
37172692,MASTER,4.0,7.0,8.0,0.2631578947368421
29463163,DIAMOND,11.0,7.0,10.0,0.5
58070306,SILVER,3.0,10.0,5.0,-0.1111111111111111
56320032,SILVER,8.0,6.0,8.0,0.45454545454545453
51128763,SILVER,9.0,7.0,4.0,0.3
44923505,BRONZE,10.0,9.0,10.0,0.3793103448275862
170554,SILVER,19.0,8.0,7.0,0.5294117647058824
31243554,DIAMOND,1.0,8.0,35.0,0.6363636363636364
28909804,SILVER,2.0,6.0,21.0,0.5862068965517241
40181555,GOLD,1.0,4.0,12.0,0.5294117647058824
73161364,UNRANKED,12.0,5.0,11.0,0.6428571428571429
36962231,PLATINUM,7.0,6.0,7.0,0.4
31659488,SILVER,2.0,3.0,14.0,0.6842105263157895
54271777,PLATINUM,11.0,7.0,10.0,0.5
44841765,SILVER,1.0,1.0,2.0,0.5
286519,PLATINUM,6.0,5.0,9.0,0.5
29823016,GOLD,3.0,2.0,17.0,0.8181818181818182
24200016,PLATINUM,1.0,5.0,11.0,0.4117647058823529
50786701,GOLD,12.0,10.0,4.0,0.23076923076923078
20360484,GOLD,7.0,2.0,9.0,0.7777777777777778
56011971,GOLD,8.0,2.0,7.0,0.7647058823529411
53450167,GOLD,12.0,7.0,2.0,0.3333333333333333
29517696,SILVER,5.0,5.0,8.0,0.4444444444444444
35734387,PLATINUM,2.0,6.0,4.0,0.0
20409436,GOLD,1.0,5.0,3.0,-0.1111111111111111
24563047,SILVER,3.0,5.0,17.0,0.6
28364512,GOLD,7.0,6.0,4.0,0.29411764705882354
47134830,SILVER,13.0,3.0,10.0,0.7692307692307693
35793705,GOLD,11.0,6.0,9.0,0.5384615384615384
23507101,GOLD,16.0,8.0,14.0,0.5789473684210527
19594369,UNRANKED,10.0,10.0,10.0,0.3333333333333333
47291092,SILVER,8.0,3.0,13.0,0.75
65612344,UNRANKED,7.0,6.0,15.0,0.5714285714285714
19802282,SILVER,1.0,8.0,12.0,0.23809523809523808
26464104,GOLD,7.0,6.0,6.0,0.3684210526315789
46512403,BRONZE,4.0,4.0,10.0,0.5555555555555556
54911171,BRONZE,7.0,14.0,14.0,0.2
62299419,UNRANKED,8.0,4.0,6.0,0.5555555555555556
36524985,SILVER,13.0,6.0,12.0,0.6129032258064516
21823216,SILVER,20.0,11.0,7.0,0.42105263157894735
66204086,SILVER,2.0,8.0,11.0,0.23809523809523808
28416899,SILVER,5.0,6.0,4.0,0.2
32257978,SILVER,7.0,7.0,7.0,0.3333333333333333
19958964,SILVER,1.0,4.0,1.0,-0.3333333333333333
45536925,BRONZE,7.0,11.0,12.0,0.26666666666666666
552504,BRONZE,1.0,11.0,17.0,0.2413793103448276
28883805,SILVER,6.0,4.0,6.0,0.5
55999403,BRONZE,7.0,6.0,7.0,0.4
56349465,SILVER,1.0,10.0,18.0,0.3103448275862069
19376263,SILVER,11.0,3.0,3.0,0.6470588235294118
69794221,UNRANKED,7.0,7.0,2.0,0.125
24067158,SILVER,4.0,8.0,8.0,0.2
47038041,SILVER,8.0,4.0,16.0,0.7142857142857143
25030324,SILVER,5.0,9.0,7.0,0.14285714285714285
65551866,SILVER,4.0,5.0,2.0,0.09090909090909091
39014646,SILVER,4.0,10.0,1.0,-0.3333333333333333
19101255,DIAMOND,12.0,9.0,15.0,0.5
59776819,GOLD,12.0,6.0,6.0,0.5
28453938,BRONZE,1.0,9.0,3.0,-0.38461538461538464
69042896,PLATINUM,3.0,4.0,10.0,0.5294117647058824
32939330,PLATINUM,2.0,2.0,20.0,0.8333333333333334
25134609,PLATINUM,3.0,4.0,11.0,0.5555555555555556
24873450,DIAMOND,11.0,7.0,6.0,0.4166666666666667
34221101,PLATINUM,9.0,3.0,14.0,0.7692307692307693
20047834,UNRANKED,9.0,8.0,15.0,0.5
23426106,PLATINUM,9.0,5.0,14.0,0.6428571428571429
52239417,GOLD,2.0,9.0,9.0,0.1
56493102,GOLD,5.0,3.0,6.0,0.5714285714285714
44120273,PLATINUM,8.0,8.0,3.0,0.15789473684210525
64981300,GOLD,1.0,6.0,1.0,-0.5
30392313,SILVER,4.0,9.0,5.0,0.0
35932284,GOLD,7.0,8.0,2.0,0.058823529411764705
20282271,UNRANKED,4.0,6.0,2.0,0.0
36319722,UNRANKED,5.0,9.0,1.0,-0.2
24997478,BRONZE,6.0,9.0,4.0,0.05263157894736842
35273392,PLATINUM,3.0,3.0,6.0,0.5
66102894,BRONZE,4.0,10.0,8.0,0.09090909090909091
42016539,BRONZE,2.0,3.0,24.0,0.7931034482758621
62226969,BRONZE,7.0,3.0,4.0,0.5714285714285714
39834799,BRONZE,13.0,2.0,6.0,0.8095238095238095
47083884,GOLD,12.0,6.0,3.0,0.42857142857142855
22037777,UNRANKED,12.0,10.0,11.0,0.3939393939393939
67259952,BRONZE,10.0,6.0,12.0,0.5714285714285714
52754495,BRONZE,4.0,7.0,7.0,0.2222222222222222
64954183,SILVER,16.0,8.0,3.0,0.4074074074074074
59862800,BRONZE,11.0,7.0,13.0,0.5483870967741935
40671813,GOLD,5.0,6.0,23.0,0.6470588235294118
20256861,BRONZE,2.0,8.0,3.0,-0.23076923076923078
56329384,UNRANKED,9.0,10.0,2.0,0.047619047619047616
69192658,BRONZE,8.0,0.0,4.0,1.0
50857603,UNRANKED,6.0,3.0,9.0,0.6666666666666666
37499889,SILVER,14.0,4.0,10.0,0.7142857142857143
54329373,SILVER,28.0,5.0,7.0,0.75
60629826,BRONZE,13.0,7.0,10.0,0.5333333333333333
60240242,BRONZE,3.0,2.0,8.0,0.6923076923076923
44415326,PLATINUM,17.0,9.0,5.0,0.41935483870967744
64810118,SILVER,12.0,6.0,6.0,0.5
49192766,SILVER,6.0,10.0,5.0,0.047619047619047616
19099748,SILVER,1.0,10.0,11.0,0.09090909090909091
70233256,SILVER,8.0,6.0,12.0,0.5384615384615384
40460756,SILVER,14.0,4.0,8.0,0.6923076923076923
54069123,PLATINUM,5.0,4.0,1.0,0.2
38655344,GOLD,11.0,5.0,12.0,0.6428571428571429
30231126,GOLD,3.0,5.0,10.0,0.4444444444444444
24372630,SILVER,7.0,6.0,5.0,0.3333333333333333
27901354,GOLD,3.0,4.0,21.0,0.7142857142857143
55515976,SILVER,3.0,3.0,9.0,0.6
24879443,DIAMOND,2.0,5.0,8.0,0.3333333333333333
28333507,SILVER,4.0,9.0,2.0,-0.2
38664203,SILVER,3.0,4.0,5.0,0.3333333333333333
30349949,DIAMOND,1.0,9.0,19.0,0.3793103448275862
69781656,UNRANKED,9.0,1.0,11.0,0.9047619047619048
26213682,SILVER,3.0,7.0,1.0,-0.2727272727272727
48650220,GOLD,1.0,12.0,14.0,0.1111111111111111
65359280,BRONZE,7.0,3.0,12.0,0.7272727272727273
32660151,DIAMOND,14.0,2.0,2.0,0.7777777777777778
63840001,BRONZE,3.0,5.0,1.0,-0.1111111111111111
64892022,BRONZE,3.0,9.0,2.0,-0.2857142857142857
39189323,SILVER,11.0,5.0,7.0,0.5652173913043478
59531825,PLATINUM,3.0,8.0,9.0,0.2
34253638,PLATINUM,3.0,5.0,5.0,0.23076923076923078
55039078,SILVER,4.0,7.0,5.0,0.125
50736732,GOLD,4.0,6.0,3.0,0.07692307692307693
277701,GOLD,1.0,4.0,8.0,0.38461538461538464
23568704,GOLD,4.0,7.0,6.0,0.17647058823529413
19966638,GOLD,4.0,4.0,11.0,0.5789473684210527
55362832,SILVER,10.0,8.0,9.0,0.4074074074074074
52140668,SILVER,6.0,5.0,7.0,0.4444444444444444
38762475,GOLD,5.0,9.0,9.0,0.21739130434782608
